date,val
8-Jun-18,1.1754
11-Jun-18,1.179
12-Jun-18,1.1788
13-Jun-18,1.1764
14-Jun-18,1.173
15-Jun-18,1.1596
18-Jun-18,1.1613
19-Jun-18,1.1534
20-Jun-18,1.1578
21-Jun-18,1.1538
22-Jun-18,1.1648
25-Jun-18,1.17
26-Jun-18,1.1672
27-Jun-18,1.1616
28-Jun-18,1.1583
29-Jun-18,1.1658
2-Jul-18,1.1639
3-Jul-18,1.1665
5-Jul-18,1.1709
6-Jul-18,1.1724
9-Jul-18,1.1789
10-Jul-18,1.1713
11-Jul-18,1.1735
12-Jul-18,1.1658
13-Jul-18,1.1643
16-Jul-18,1.172
17-Jul-18,1.1707
18-Jul-18,1.1611
19-Jul-18,1.1588
20-Jul-18,1.167
23-Jul-18,1.1716
24-Jul-18,1.1706
25-Jul-18,1.169
26-Jul-18,1.1716
27-Jul-18,1.1625
30-Jul-18,1.1684
31-Jul-18,1.1736
1-Aug-18,1.1696
2-Aug-18,1.1617
3-Aug-18,1.1588
6-Aug-18,1.1543
7-Aug-18,1.1602
8-Aug-18,1.1589
9-Aug-18,1.1593
10-Aug-18,1.1456
13-Aug-18,1.1403
14-Aug-18,1.1406
15-Aug-18,1.1321
16-Aug-18,1.137
17-Aug-18,1.1391
20-Aug-18,1.142
21-Aug-18,1.1502
22-Aug-18,1.1616
23-Aug-18,1.1579
24-Aug-18,1.1588
27-Aug-18,1.1633
28-Aug-18,1.171
29-Aug-18,1.166
30-Aug-18,1.1692
31-Aug-18,1.1651
4-Sep-18,1.1562
5-Sep-18,1.1582
6-Sep-18,1.1634
7-Sep-18,1.1615
10-Sep-18,1.1571
11-Sep-18,1.1574
12-Sep-18,1.1585
13-Sep-18,1.162
14-Sep-18,1.1689
17-Sep-18,1.1671
18-Sep-18,1.1697
19-Sep-18,1.1667
20-Sep-18,1.1769
21-Sep-18,1.1759
24-Sep-18,1.1773
25-Sep-18,1.1777
26-Sep-18,1.1737
27-Sep-18,1.1707
28-Sep-18,1.1576
1-Oct-18,1.1606
2-Oct-18,1.1543
3-Oct-18,1.1548
4-Oct-18,1.1502
5-Oct-18,1.1506
9-Oct-18,1.1435
10-Oct-18,1.15
11-Oct-18,1.1575
12-Oct-18,1.1574
15-Oct-18,1.1581
16-Oct-18,1.1587
17-Oct-18,1.153
18-Oct-18,1.1505
19-Oct-18,1.147
22-Oct-18,1.1494
23-Oct-18,1.1478
24-Oct-18,1.1389
25-Oct-18,1.1416
26-Oct-18,1.1345
29-Oct-18,1.1381
30-Oct-18,1.1372
31-Oct-18,1.1318
1-Nov-18,1.1393
2-Nov-18,1.1417
5-Nov-18,1.137
6-Nov-18,1.1428
7-Nov-18,1.1487
8-Nov-18,1.1424
9-Nov-18,1.1346
12-Nov-18,1.1265
13-Nov-18,1.1261
14-Nov-18,1.1296
15-Nov-18,1.1305
16-Nov-18,1.1346
19-Nov-18,1.1427
20-Nov-18,1.1421
21-Nov-18,1.1409
26-Nov-18,1.1363
27-Nov-18,1.1328
28-Nov-18,1.1284
29-Nov-18,1.1387
30-Nov-18,1.1359
3-Dec-18,1.1332
4-Dec-18,1.1409
5-Dec-18,1.1354
6-Dec-18,1.1351
7-Dec-18,1.1371
10-Dec-18,1.1425
11-Dec-18,1.1379
12-Dec-18,1.1346
13-Dec-18,1.1371
14-Dec-18,1.1285
17-Dec-18,1.1341
18-Dec-18,1.1377
19-Dec-18,1.1405
20-Dec-18,1.1451
21-Dec-18,1.1414
26-Dec-18,
27-Dec-18,1.1377
28-Dec-18,1.1454
